folio;depto;area;s09a_01;s09a_02;s09a_03;s09a_04;s09a_05;s09a_06;s09a_07;s09a_08;s09a_09;s09b_10;s09b_11;s09b_12;s09b_13;s09b_14;s09b_15;s09b_16;upm;estrato;factor
45312;2;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;262-06064761645-A;12;182
45320;2;1;1;2;2;1;2;2;2;1;1;2;1;2;1;2;2;2;262-06064761645-A;12;182
45328;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;262-06064761645-A;12;182
45334;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;262-06064761645-A;12;182
45337;2;1;1;2;2;2;2;2;2;1;1;2;2;2;2;1;2;2;222-06002920082-A;12;182
45338;2;1;1;1;1;1;1;1;2;2;2; ; ; ; ; ; ; ;222-06002920082-A;12;182
45347;2;1;1;1;1;1;1;2;1;2;1;1;1;1;1;2;2;2;222-06002920082-A;12;182
45348;2;1;1;2;2;2;1;2;2;2;1;2;2;1;2;2;2;2;222-06002920082-A;12;182
45359;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;262-06106892554-A;12;182
45363;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;262-06106892554-A;12;182
45364;2;1;1;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;222-06060406152-A;12;182
45369;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;222-06060406152-A;12;182
45374;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;222-06060406152-A;12;182
45378;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;222-06060406152-A;12;182
45379;6;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;642-02875653107-D;22;233
45388;6;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;624-03014715737-A;14;191
45392;6;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;624-03014715737-A;14;191
45396;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;314-05238951252-A;14;207
45397;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;314-05238951252-A;14;207
45398;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;223-00599607593-A;13;221
45417;3;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;351-05002010238-D;21;491
45420;3;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ; ; ;351-05002010238-D;21;491
45432;2;1;1;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;262-06064761645-A;12;182
45433;2;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;262-06064761645-A;12;182
45434;2;1;1;1;1;1;1;1;2;2;1;2;2;2;1;2;2;2;262-06064761645-A;12;182
45457;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;262-06064761645-A;12;182
45461;2;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;222-06002920082-A;12;182
45462;2;1;1;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;222-06002920082-A;12;182
45463;2;1;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;222-06002920082-A;12;182
45464;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;222-06002920082-A;12;182
45480;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;222-06002920082-A;12;182
45481;2;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;222-06002920082-A;12;182
45482;2;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;222-06002920082-A;12;182
45483;2;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;222-06002920082-A;12;182
45500;3;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;351-05002010238-D;21;491
45548;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;223-06033288925-A;13;221
45549;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;223-06033288925-A;13;221
45550;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;223-06033288925-A;13;221
45551;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;223-06033288925-A;13;221
45572;2;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;221-06049173400-A;11;206
45577;2;1;1;1;2;1;2;2;2;2;1;1;2;2;2;1;2;2;221-06049173400-A;11;206
45582;2;1;1;1;2;2;2;2;1;2;2; ; ; ; ; ; ; ;221-06049173400-A;11;206
45585;6;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;624-03014715737-A;14;191
45588;8;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;843-07382060653-A;22;279
45649;4;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;414-04764350074-A;14;367
45652;2;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;222-00605023636-A;12;182
45763;6;2;1;2;1;1;1;1;1;2;1;2;2;2;2;2;2;2;642-02875653107-D;22;233
45766;3;1;1;1;1;1;1;1;2;2;2; ; ; ; ; ; ; ;312-05186916783-A;12;189
45770;6;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;642-02875653107-D;22;233
45772;6;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ; ; ;642-02875653107-D;22;233
45774;3;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;342-05071781923-A;22;1580
45777;3;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;342-05071781923-A;22;1580
45782;3;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;342-05071781923-A;22;1580
45816;7;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;743-06296200980-A;23;429
45817;7;2;1;1;2;1;2;1;1;1;2; ; ; ; ; ; ; ;743-06296200980-A;23;429
45818;7;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;743-06296200980-A;23;429
45819;7;2;1;1;1;1;2;1;1;2;1;2;2;2;2;2;2;2;743-06296200980-A;23;429
45838;7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;712-05204327683-A;12;434
45848;4;2;1;1;1;1;2;2;2;2;2; ; ; ; ; ; ; ;452-03720211598-D;21;256
45850;4;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;452-03720211598-D;21;256
45853;4;2;1;2;1;1;1;1;2;2;2; ; ; ; ; ; ; ;452-03720211598-D;21;256
45856;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;223-05983543739-A;13;241
45864;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;221-05984347788-A;11;190
45869;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;221-05984347788-A;11;190
45873;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;221-05984347788-A;11;190
45895;3;1;1;2;1;1;2;1;2;2;1;2;2;2;2;2;2;2;312-05181560428-A;12;189
45914;3;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;342-05071781923-A;22;1580
45919;3;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;312-05182746166-A;12;189
45923;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;314-05223343972-A;14;225
45931;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;314-05212982583-A;14;225
45932;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;314-05212982583-A;14;225
45934;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;312-05182746166-A;12;189
45935;3;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;312-05182746166-A;12;189
45938;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;314-05212982583-A;14;225
45949;6;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;642-02875653107-D;22;233
45953;6;2;1;2;1;2;2;2;2;2;2; ; ; ; ; ; ; ;642-02875653107-D;22;233
45956;6;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;642-02875653107-D;22;233
45971;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;113-00416312662-A;13;205
45974;1;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;2;2;113-00416312662-A;13;205
45980;3;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;312-05181560428-A;12;189
46047;7;1;1;2;2;1;2;1;1;2;1;2;1;2;1;1;2;2;731-05614764992-A;11;369
46072;7;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;731-05614764992-A;11;369
46077;7;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;731-05614764992-A;11;369
46082;3;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;351-05002010238-D;21;491
46090;3;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;351-05002010238-D;21;491
46093;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;312-05182746166-A;12;189
46094;3;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;312-05182746166-A;12;189
46103;6;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;624-03014715737-A;14;191
46222;7;1;1;2;1;1;1;1;1;2;1;1;1;2;1;1;2;2;731-05614764992-A;11;369
46228;7;1;1;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;731-05614764992-A;11;369
46232;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;221-00597911843-A;11;206
46239;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;221-00597911843-A;11;206
46246;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;221-00597911843-A;11;206
46250;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;221-00597911843-A;11;206
46254;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;221-00597911843-A;11;206
46255;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;221-00597911843-A;11;206
46256;2;1;1;1;1;1;2;1;2;2;2; ; ; ; ; ; ; ;221-00597911843-A;11;206
46271;6;2;1;2;1;1;2;1;1;2;1;1;1;1;1;2;1;2;642-02875653107-D;22;233
46274;2;1;1;2;1;1;1;1;2;2;1;1;1;2;2;2;2;2;221-00597911843-A;11;206
46275;2;1;1;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;221-00597911843-A;11;206
46276;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;221-00597911843-A;11;206
46277;2;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;2;221-00597911843-A;11;206
46292;6;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;613-02975525558-A;13;175
46293;6;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;613-02975525558-A;13;175
46294;6;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;613-02975525558-A;13;175
46295;6;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;613-02975525558-A;13;175
46297;2;2;2;2;2;2;1;2;2;1;2; ; ; ; ; ; ; ;242-06786218201-D;22;634
46300;2;2;1;1;1;1;1;1;1;1;2; ; ; ; ; ; ; ;242-06786218201-D;22;634
46301;2;2;1;1;1;1;1;1;1;1;2; ; ; ; ; ; ; ;242-06786218201-D;22;634
46302;2;2;1;2;1;1;2;2;1;2;1;1;1;2;2;2;2;2;242-06786218201-D;22;634
46310;2;2;2;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;242-06786218201-D;22;634
46320;3;2;1;1;1;1;1;1;1;1;2; ; ; ; ; ; ; ;351-05002010238-D;21;491
46324;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;351-05002010238-D;21;491
46331;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;351-05002010238-D;21;491
46336;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;731-05614764992-A;11;369
46397;6;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;613-02975525558-A;13;175
46398;6;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;613-02975525558-A;13;175
46399;6;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;613-02975525558-A;13;175
46400;6;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;613-02975525558-A;13;175
46404;6;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;642-02875653107-D;22;233
46408;6;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;613-02983091556-A;13;175
46410;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;731-05614764992-A;11;369
46420;6;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;642-02875653107-D;22;233
46425;6;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;624-03014715737-A;14;191
46542;5;2;1;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;544-02707476849-D;24;354
46544;5;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;544-02707476849-D;24;354
46551;5;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;544-02707476849-D;24;354
46559;5;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;544-02707476849-D;24;354
46566;5;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;544-03122967827-A;24;354
46569;5;2;1;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;544-03122967827-A;24;354
46595;9;2;1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;1;952-12163793540-D;22;67
46596;9;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;952-12163793540-D;22;67
46597;9;2;1;2;2;1;2;2;2;2;1;2;1;2;2;2;2;2;952-12163793540-D;22;67
46598;9;2;1;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;952-12163793540-D;22;67
46623;9;2;1;1;2;2;1;1;2;2;2; ; ; ; ; ; ; ;952-12163793540-D;22;67
46624;9;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;952-12163793540-D;22;67
46625;9;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;952-12163793540-D;22;67
46626;9;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;952-12163793540-D;22;67
46645;7;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;724-03911988710-A;14;441
46646;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;724-03911988710-A;14;441
46647;7;1;1;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;724-03911988710-A;14;441
46648;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;724-03911988710-A;14;441
46655;3;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;351-05670700287-D;21;491
46657;3;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;351-05670700287-D;21;491
46659;3;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;351-05670700287-D;21;491
46662;3;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;351-05670700287-D;21;491
46680;7;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;731-05614764992-A;11;369
46683;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;712-05204327683-A;12;434
46684;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;712-05204327683-A;12;434
46685;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;712-05204327683-A;12;434
46686;7;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;731-05614764992-A;11;369
46690;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;731-05614764992-A;11;369
46696;8;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;822-11029648998-A;12;246
46700;8;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;822-11029648998-A;12;246
46702;8;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;822-11029648998-A;12;246
46705;8;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;822-11029648998-A;12;246
46709;3;1;1;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;312-05181560428-A;12;189
46722;2;1;2;2;2;2;2;2;2;1;1;2;2;2;1;2;2;2;222-00605023636-A;12;182
46746;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;312-05181560428-A;12;189
46747;3;1;1;2;2;1;2;2;1;1;1;2;2;2;1;2;1;2;312-05181560428-A;12;189
46748;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;312-05181560428-A;12;189
46749;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;312-05181560428-A;12;189
46842;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;714-05212673559-A;14;441
46843;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;714-05212673559-A;14;441
46844;7;1;2;2;2;2;1;2;2;2;2; ; ; ; ; ; ; ;714-05212673559-A;14;441
46845;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;714-05212673559-A;14;441
46847;7;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;714-05249641660-A;14;441
46848;7;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;714-05249641660-A;14;441
46851;6;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;614-02968859374-A;14;191
46852;6;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;614-02968859374-A;14;191
46855;4;2;1;2;2;1;2;2;2;2;2; ; ; ; ; ; ; ;452-03720211598-D;21;256
46857;4;2;1;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;452-03720211598-D;21;256
46858;4;2;1;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;452-03720211598-D;21;256
46859;4;2;1;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;452-03720211598-D;21;256
46874;2;1;2;2;2;2;1;2;1;1;1;2;2;2;2;2;2;2;263-06099640784-A;13;265
46880;3;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;312-05181560428-A;12;189
46881;3;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;312-05181560428-A;12;189
46885;3;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;312-05181560428-A;12;189
46886;3;1;2;2;1;2;2;2;2;2;2; ; ; ; ; ; ; ;312-05181560428-A;12;189
46889;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;712-05260990680-A;12;398
46893;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;712-05260990680-A;12;398
46898;7;1;1;2;1;1;2;1;2;2;1;1;1;2;2;2;2;2;714-05227411013-A;14;441
46899;7;1;2;2;1;1;1;1;1;1;1;2;2;2;2;1;2;2;714-05227411013-A;14;441
46900;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;714-05227411013-A;14;441
46901;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;714-05227411013-A;14;441
46902;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;714-05249641660-A;14;441
46908;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;113-00416312662-A;13;205
46914;7;1;1;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;713-05211001897-A;13;486
46974;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;713-05211001897-A;13;486
46977;3;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;312-05182746166-A;12;189
46983;3;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;312-05182746166-A;12;189
46987;3;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;312-05182746166-A;12;189
46993;9;2;1;2;2;1;2;1;2;2;1;1;1;2;2;1;2;2;952-12163793540-D;22;67
46994;9;2;1;2;1;1;2;1;2;2;1;1;1;2;2;2;2;2;952-12163793540-D;22;67
46995;9;2;1;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;952-12163793540-D;22;67
46996;9;2;1;1;1;1;1;1;2;2;2; ; ; ; ; ; ; ;952-12163793540-D;22;67
47019;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;714-05212673559-A;14;441
47020;7;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;714-05212673559-A;14;441
47021;7;1;1;1;1;1;1;2;2;2;1;1;1;1;1;2;2;2;714-05212673559-A;14;441
47022;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;714-05212673559-A;14;441
47028;1;1;1;1;1;1;2;2;2;2;1;1;1;1;1;2;2;2;113-00416312662-A;13;205
47067;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;223-06053840259-A;13;241
47068;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;223-06053840259-A;13;241
47069;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;223-06053840259-A;13;241
47070;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;223-06053840259-A;13;241
47071;7;1;2;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;732-06061140518-A;12;398
47073;1;1;1;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;111-04174496116-A;11;198
47077;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;111-04174496116-A;11;198
47079;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;111-04174496116-A;11;198
47083;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;262-06106892554-A;12;182
47093;1;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;111-04174496116-A;11;198
47098;1;1;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;111-04174496116-A;11;198
47105;6;1;1;2;2;1;1;1;1;1;1;2;1;2;2;2;2;2;613-02983091556-A;13;175
47112;6;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;613-02983091556-A;13;175
47116;2;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;241-06771398128-D;21;854
47117;2;2;1;1;1;1;2;1;2;2;2; ; ; ; ; ; ; ;241-06771398128-D;21;854
47118;2;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;241-06771398128-D;21;854
47119;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;241-06771398128-D;21;854
47131;2;2;1;1;1;1;2;1;2;2;1;2;2;2;2;2;2;2;242-06786218201-D;22;634
47132;2;2;1;2;1;1;2;2;2;2;1;2;1;2;1;2;2;2;242-06786218201-D;22;634
47133;2;2;1;1;1;1;1;1;1;1;2; ; ; ; ; ; ; ;242-06786218201-D;22;634
47146;2;2;2;1;1;1;2;2;2;2;2; ; ; ; ; ; ; ;241-06771398128-D;21;854
47147;2;2;1;2;2;2;1;1;1;2;2; ; ; ; ; ; ; ;241-06771398128-D;21;854
47148;2;2;1;1;1;1;1;1;1;1;2; ; ; ; ; ; ; ;241-06771398128-D;21;854
47149;2;2;1;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;241-06771398128-D;21;854
47152;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;243-06215875338-D;23;778
47153;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;243-06215875338-D;23;778
47158;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;243-06215875338-D;23;778
47170;2;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;222-06050776272-A;12;182
47171;2;1;1;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;222-06050776272-A;12;182
47172;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;222-06050776272-A;12;182
47173;2;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;222-06050776272-A;12;182
47180;9;2;1;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;941-10601364281-D;21;116
47181;9;2;1;2;1;1;2;2;2;2;1;1;1;2;1;1;2;2;941-10601364281-D;21;116
47182;9;2;1;1;2;1;2;2;2;2;2; ; ; ; ; ; ; ;941-10601364281-D;21;116
47183;9;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;941-10601364281-D;21;116
47204;9;2;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;952-10637228289-D;22;67
47208;9;2;1;2;2;1;2;2;2;2;1;1;1;2;2;2;2;2;952-10637228289-D;22;67
47213;9;2;1;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;952-10637228289-D;22;67
47218;9;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;952-10637228289-D;22;67
47245;6;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;624-03014715737-A;14;191
47249;3;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;351-05670700287-D;21;491
47251;3;2;1;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;351-05670700287-D;21;491
47253;3;2;1;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;351-05670700287-D;21;491
47255;3;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;351-05670700287-D;21;491
47263;2;1;1;2;1;1;1;1;1;1;1;2;1;2;2;2;1;2;223-06053840259-A;13;241
47264;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;223-06053840259-A;13;241
47265;2;1;1;2;1;2;2;1;2;2;1;2;2;2;2;2;2;2;223-06053840259-A;13;241
47266;2;1;1;2;1;2;2;1;2;2;1;2;2;2;2;2;2;2;223-06053840259-A;13;241
47267;7;1;1;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;731-05614764992-A;11;369
47275;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;714-05249641660-A;14;441
47276;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;714-05249641660-A;14;441
47381;4;1;1;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;414-00478099377-A;14;367
47382;4;1;1;2;1;1;2;2;2;2;2; ; ; ; ; ; ; ;414-00478099377-A;14;367
47392;4;1;1;2;1;2;2;2;2;2;2; ; ; ; ; ; ; ;414-00478099377-A;14;367
47393;4;1;1;2;2;2;2;2;2;2;1;2;2;1;1;1;1;2;414-00478099377-A;14;367
47399;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;714-05212673559-A;14;441
47400;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;714-05212673559-A;14;441
47401;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;714-05212673559-A;14;441
47402;7;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;714-05212673559-A;14;441
47408;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;113-00416312662-A;13;205
47411;6;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;613-02983091556-A;13;175
47416;7;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;712-05204327683-A;12;434
47425;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;113-00416312662-A;13;205
47430;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;113-00416312662-A;13;205
47434;7;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;713-05211001897-A;13;486
